Col0,Col1
21715935476_71.jpg,71
50485765041_77.jpg,77
2150015892_72.jpg,72
99499451148_78.jpg,78
19101500584_97.jpg,97
84077813743_76.jpg,76
53997592031_76.jpg,76
19298110214_76.jpg,76
94992725009_76.jpg,76
88768349875_67.jpg,67
9356199916_67.jpg,67
49970099082_67.jpg,67
63668514868_67.jpg,67
80490979553_87.jpg,87
58738508505_83.jpg,83
48181915762_69.jpg,69
53067219911_69.jpg,69
32666264242_69.jpg,69
17753250559_69.jpg,69
22576515746_82.jpg,82
